,title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,capacity_gb
219,Lexar NQ790,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
220,Lexar NM710,5.0,149.00,2 TB,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
221,Seagate BarraCuda,4.5,75.37,3 TB,0.025,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
222,Corsair MP600 ELITE,5.0,149.99,2 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
223,Western Digital Blue,4.5,66.98,500 GB,0.134,SSD,,"2.5""",SATA 6.0 Gb/s,500.0
224,Kingston KC3000,5.0,64.89,512 GB,0.127,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0
225,Silicon Power A55,4.5,89.99,2 TB,0.045,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
226,Western Digital WD Blue SN5000,,124.50,2 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
227,Toshiba HDKBB96,5.0,29.95,1 TB,0.030,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,1000.0
228,KIOXIA EXCERIA G2,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
229,Silicon Power UD85,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
230,Seagate IronWolf Pro NAS,,229.99,12 TB,0.019,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
231,Inland Performance Plus,5.0,134.99,2 TB,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
232,Klevv CRAS C910,,35.99,500 GB,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
233,MSI SPATIUM M480 PRO,,84.99,1 TB,0.085,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,1000.0
234,Patriot P210,,17.98,256 GB,0.070,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
235,Crucial P3,4.5,299.95,4 TB,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4,4000.0
236,KingSpec NX-2280,,99.99,2 TB,0.050,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
237,TEAMGROUP MP44,5.0,242.99,4 TB,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
238,TEAMGROUP T-FORCE G70 PRO Graphene,,125.99,2 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
239,Samsung 980 Pro,4.5,,500 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4,500.0
240,Samsung 9100 PRO w/Heatsink,,289.99,2 TB,0.145,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4,2000.0
241,Patriot P210,5.0,94.99,2 TB,0.047,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
242,TEAMGROUP T-Force Vulcan Z,5.0,97.99,2 TB,0.049,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
243,Western Digital WD Blue,,119.99,8 TB,0.015,5640 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
244,Silicon Power US75,4.5,114.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
245,Crucial BX500,4.0,34.99,480 GB,0.073,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
246,Corsair MP600 CORE XT,3.5,125.99,2 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
247,Patriot Viper VP4300 Lite,5.0,220.98,4 TB,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
248,Lexar NM620,5.0,39.99,512 GB,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
249,Western Digital WD Blue SN5000,,249.99,4 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
250,MSI SPATIUM M460,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
251,Seagate Exos X24 SED,,493.37,24 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,24000.0
252,Sabrent Rocket 4 Plus,5.0,208.99,2 TB,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
253,PNY CS2150,5.0,174.99,2 TB,0.087,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
254,Lexar NQ790,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
255,Seagate BarraCuda Pro,4.5,213.99,10 TB,0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
256,Western Digital Blue SA510,5.0,122.88,2 TB,0.061,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
257,TEAMGROUP MP33 PRO,4.0,42.99,512 GB,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
258,Samsung 870 QVO,4.5,107.90,1 TB,0.108,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
259,Western Digital WD_Black SN850X w/Heatsink,5.0,109.99,1 TB,0.110,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
260,Verbatim Vi5000,5.0,120.56,2 TB,0.060,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
261,MSI SPATIUM M371,4.5,Out of stock$49.99,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
262,TEAMGROUP MP44Q,5.0,56.99,1 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
263,Crucial P310,5.0,45.98,500 GB,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
264,PNY CS900,4.5,33.99,500 GB,0.068,SSD,,"2.5""",SATA 6.0 Gb/s,500.0
265,Integral M3 Series Plus,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
266,KingSpec XG7000,5.0,60.99,1 TB,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
267,Western Digital WD_BLACK,,199.99,10 TB,0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,10000.0
268,Patriot P310,,52.99,960 GB,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,960.0
269,ADATA LEGEND 700,5.0,54.89,1 TB,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
270,Sabrent Rocket Q,4.5,124.99,1 TB,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
271,Western Digital Purple Pro,,515.00,24 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,24000.0
272,Corsair MP700 PRO,5.0,139.99,1 TB,0.140,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
273,Western Digital Red Plus,5.0,239.99,12 TB,0.020,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
274,FanXiang S500 Pro,5.0,62.98,1 TB,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
275,Western Digital Black SN770,5.0,39.99,250 GB,0.160,SSD,,M.2-2280,M.2 PCIe 4.0 X4,250.0
276,Seagate Exos X18,,249.99,14 TB,0.018,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,14000.0
277,MSI SPATIUM M480 PRO,5.0,279.99,4 TB,0.070,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,4000.0
278,PNY CS1030,,102.99,2 TB,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
279,Corsair MP700 PRO,,449.99,4 TB,0.112,SSD,,M.2-2280,M.2 PCIe 5.0 X4,4000.0
280,Western Digital WD_BLACK,4.5,89.99,2 TB,0.045,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
281,PNY CS2230,,57.99,1 TB,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
282,TEAMGROUP MS30,4.5,30.99,512 GB,0.061,SSD,,M.2-2280,M.2 SATA,512.0
283,Seagate BarraCuda,4.5,143.00,5 TB,0.029,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,5000.0
284,Corsair MP600 ELITE,,82.99,1 TB,0.083,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
285,Samsung 980,5.0,49.99,250 GB,0.200,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
286,TEAMGROUP EX2,,,16 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,16000.0
287,Patriot Viper VP4300 Lite,5.0,69.98,1 TB,0.070,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
288,Crucial P1,4.5,109.00,1 TB,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
289,Seagate Desktop HDD,4.5,,4 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
290,XOC G300,,35.99,512 GB,0.070,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
291,Seagate Barracuda Compute,4.5,84.99,4 TB,0.021,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,4000.0
292,SanDisk SSD PLUS,4.5,94.99,1 TB,0.095,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
293,Seagate IronWolf NAS,,249.99,12 TB,0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
294,Samsung 860 Evo,4.5,66.13,250 GB,0.265,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,250.0
295,Toshiba MQ01ABD032,3.0,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
296,Seagate IronWolf Pro NAS,,195.00,8 TB,0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
297,Samsung 980 Pro w/Heatsink,4.5,239.00,2 TB,0.119,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,2000.0
298,Western Digital AV-GP,4.0,75.00,1 TB,0.075,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
299,TEAMGROUP MS30,4.0,52.99,1 TB,0.053,SSD,,M.2-2280,M.2 SATA,1000.0
300,Crucial P2,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
301,Western Digital Blue SA510,3.0,65.29,1 TB,0.065,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
302,TEAMGROUP T-Force Cardea Z44L,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
303,Toshiba DT01ACA100,4.0,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,1000.0
304,Samsung PM893,,973.00,7.68 TB,0.127,SSD,,"2.5""",SATA 6.0 Gb/s,7680.0
305,Crucial T700 W/Heatsink,4.0,409.99,4 TB,0.102,SSD,,M.2-2280,M.2 PCIe 5.0 X4,4000.0
306,Kingston A400,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
307,Crucial T705 W/Heatsink,4.0,259.99,2 TB,0.130,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
308,MSI SPATIUM M580 FROZR,,Out of stock$549.99,4 TB,,SSD,8192 MB,M.2-2280,M.2 PCIe 5.0 X4,4000.0
309,Western Digital WD_Black SN850X w/Heatsink,4.5,309.99,4 TB,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
310,Intel 660p,4.5,99.99,1.02 TB,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1020.0
311,Gigabyte AORUS Gen5 14000,,169.99,1 TB,0.170,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4,1000.0
312,Seagate FireCuda 530R,5.0,Out of stock$169.99,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
313,Patriot P210,4.0,30.99,512 GB,0.061,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
314,Samsung 870 QVO,4.5,199.75,2 TB,0.100,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
315,TEAMGROUP MP44,4.5,126.99,2 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
316,TEAMGROUP T-FORCE G70 PRO Aluminum,5.0,127.99,2 TB,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
317,Seagate IronWolf Pro NAS,,109.99,4 TB,0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,4000.0
318,ADATA Legend 710,5.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
319,Western Digital WD Blue SN5000,,44.99,500 GB,0.090,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
320,Patriot P310,4.0,31.99,480 GB,0.067,SSD,,M.2-2280,M.2 PCIe 3.0 X4,480.0
321,Patriot P300,,102.99,2 TB,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
322,Western Digital Red Plus,,139.99,6 TB,0.023,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
323,Sabrent Rocket 5,,322.99,2 TB,0.161,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
324,Sabrent Rocket 4,,99.99,1 TB,0.100,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
325,Western Digital Green SN350,5.0,,960 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,960.0
326,Toshiba MG10 512e,5.0,359.93,20 TB,0.018,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,20000.0
327,TEAMGROUP MP44Q,5.0,224.99,4 TB,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
328,Western Digital Blue SN570,4.5,76.25,500 GB,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
329,Corsair MP600 CORE XT,4.5,279.99,4 TB,0.070,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
330,TEAMGROUP QX,5.0,90.99,2 TB,0.045,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
331,Orico O7000,,115.49,2 TB,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
332,Leven JS600,4.0,45.99,1 TB,0.046,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
333,Western Digital Green,4.0,52.00,240 GB,0.217,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
334,Silicon Power P34A60,3.5,18.98,128 GB,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,128.0
335,ADATA LEGEND 860,,138.05,2 TB,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
336,Western Digital Red Pro,4.5,344.99,16 TB,0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,16000.0
337,Kingston A2000,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
338,Orico D10,,14.99,128 GB,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4,128.0
339,Western Digital Blue,4.0,53.99,1 TB,0.054,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
340,Samsung 960 Evo,4.5,87.95,250 GB,0.352,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,250.0
341,FanXiang S880,,123.49,2 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
342,Inland TN470,5.0,69.98,1 TB,0.070,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
343,SanDisk SSD PLUS,4.0,24.99,240 GB,0.104,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
344,Corsair MP600 PRO LPX,4.5,169.99,2 TB,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
345,Gigabyte AORUS Gen5 14000,,,4 TB,,SSD,8192 MB,M.2-2280,M.2 PCIe 5.0 X4,4000.0
346,TEAMGROUP T-Force GC PRO,5.0,199.99,2 TB,0.100,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
347,MSI SPATIUM M450,5.0,64.42,500 GB,0.129,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
348,Toshiba MQ01ABD050,3.5,18.98,500 GB,0.038,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,500.0
349,Seagate Exos X14,4.0,209.48,12 TB,0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
350,Klevv CRAS C930,,125.99,2 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
351,ADATA SU630,4.0,26.61,240 GB,0.111,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
352,Western Digital Blue SN550,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
353,Samsung 870 Evo,4.5,58.74,250 GB,0.235,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,250.0
354,PNY CS900,5.0,99.99,2 TB,0.050,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
355,Acer Predator GM7000,5.0,,512 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4,512.0
356,TEAMGROUP T-Force Vulcan Z,5.0,22.49,256 GB,0.088,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
357,Samsung 870 QVO,5.0,399.00,4 TB,0.100,SSD,,"2.5""",SATA 6.0 Gb/s,4000.0
358,Intel 670p,4.5,97.20,1 TB,0.097,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
359,Seagate FireCuda,4.0,157.99,2 TB,0.079,Hybrid,,"2.5""",SATA 6.0 Gb/s,2000.0
360,Silicon Power P34A60,5.0,57.99,1 TB,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
361,Kingston Fury Renegade,4.0,62.99,500 GB,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
362,TEAMGROUP MP44,4.0,69.98,1 TB,0.070,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
363,Western Digital Black SN750,4.5,114.99,500 GB,0.230,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
364,Samsung 9100 PRO w/Heatsink,,189.99,1 TB,0.190,SSD,1024 MB,M.2-2280,M.2 PCIe 5.0 X4,1000.0
365,Silicon Power P34A60,4.0,27.99,256 GB,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
366,Western Digital WD Blue,1.0,84.99,4 TB,0.021,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s,4000.0
367,ADATA LEGEND 860,,84.26,1 TB,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
368,Samsung 860 QVO,4.5,102.00,1 TB,0.102,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
369,Seagate Enterprise Capacity,,135.00,8 TB,0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
370,Samsung 970 Pro,4.5,239.99,512 GB,0.469,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,512.0
371,Seagate BarraCuda,4.5,85.99,2 TB,0.043,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,2000.0
372,Western Digital WD Blue,4.0,59.99,2 TB,0.030,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
373,Crucial P2,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
374,Crucial T700 W/Heatsink,5.0,142.00,1 TB,0.142,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
375,Silicon Power A55,4.5,22.99,256 GB,0.090,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
376,Western Digital VelociRaptor,5.0,66.30,1 TB,0.066,10000 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,1000.0
377,Sabrent Rocket 4 Plus,4.5,119.99,1 TB,0.120,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
378,Lexar NM790,,643.05,8 TB,0.080,SSD,,M.2-2280,M.2 PCIe 4.0 X4,8000.0
379,Seagate ST500LM021,4.5,20.49,500 GB,0.041,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,500.0
380,Patriot P210,5.0,53.99,1 TB,0.054,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
381,Crucial T705 W/Heatsink,,152.99,1 TB,0.153,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
382,Seagate IronWolf Pro NAS,,294.99,16 TB,0.018,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,16000.0
383,TEAMGROUP MS30,,91.99,2 TB,0.046,SSD,,M.2-2280,M.2 SATA,2000.0
384,Kingston NV2,4.0,,250 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,250.0
385,Silicon Power US75,5.0,67.98,1 TB,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
386,MSI SPATIUM M461,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
387,FanXiang S500 Pro,,39.99,512 GB,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
388,Inland Performance Plus,5.0,74.98,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
389,Kingston A2000,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
390,Crucial T500 W/Heatsink,,132.99,2 TB,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
391,Western Digital Black SN850,4.5,127.99,1 TB,0.128,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
392,Samsung 860 Pro,4.0,936.15,4 TB,0.234,SSD,4096 MB,"2.5""",SATA 6.0 Gb/s,4000.0
393,Patriot Viper VP4300,5.0,124.99,2 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
394,PNY CS2241,4.0,58.99,1 TB,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
395,Western Digital Blue SA510,3.0,242.49,4 TB,0.061,SSD,,"2.5""",SATA 6.0 Gb/s,4000.0
396,Western Digital Green,,59.21,1 TB,0.059,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
397,TEAMGROUP Cardea A440,4.5,129.99,2 TB,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
398,TEAMGROUP T-Force Cardea A440 Pro,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
399,Western Digital Black SN750 SE,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
400,Acer Predator GM7,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
401,Samsung 970 Pro,4.5,399.99,1 TB,0.400,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,1000.0
402,Western Digital Green SN350,3.0,114.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
403,Sabrent Rocket Q,5.0,,8 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,8000.0
404,Crucial T500,,72.98,500 GB,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
405,Western Digital Red Pro,5.0,419.99,20 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,20000.0
406,Western Digital WD Blue,4.5,44.99,1 TB,0.045,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
407,Silicon Power A55,5.0,30.97,512 GB,0.060,SSD,,M.2-2280,M.2 SATA,512.0
408,Seagate Exos X18,,279.00,16 TB,0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,16000.0
409,Silicon Power US75,,229.99,4 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
410,Samsung 970 Evo,4.5,257.00,2 TB,0.129,SSD,2048 MB,M.2-2280,M.2 PCIe 3.0 X4,2000.0
411,Kingston KC600,5.0,33.18,256 GB,0.130,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
412,Samsung 850 Evo,4.5,199.99,1 TB,0.200,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
413,Seagate FireCuda 530,4.5,Out of stock$93.98,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
414,Western Digital WD Blue,,119.99,6 TB,0.020,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s,6000.0
415,TEAMGROUP T-Force Vulcan Z,,95.99,2 TB,0.048,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
416,Crucial T700 W/Heatsink,5.0,249.99,2 TB,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
417,Seagate IronWolf Pro NAS,5.0,Out of stock$399.99,22 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,22000.0
418,Toshiba P300,4.5,,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
419,Western Digital WD_BLACK,,179.99,8 TB,0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
420,SK Hynix Gold P31,5.0,169.99,2 TB,0.085,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
421,SanDisk SSD PLUS,4.5,39.99,480 GB,0.083,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
422,TEAMGROUP MP44Q,,113.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
423,Kingston NV1,4.5,59.26,500 GB,0.119,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
424,KingSpec NX-2280,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
425,Patriot P220,,13.49,128 GB,0.105,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
426,Samsung 860 Evo,4.5,239.99,2 TB,0.120,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s,2000.0
427,Crucial T500 W/Heatsink,5.0,79.98,1 TB,0.080,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
428,TEAMGROUP T-FORCE G50,,214.99,4 TB,0.054,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
429,Seagate EXOS Enterprise,,107.00,4 TB,0.027,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,4000.0
430,Western Digital SE,3.5,54.49,2 TB,0.027,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
431,Enmotus FuzeDrive,,,1.55 TB,,SSD,131072 MB,M.2-2280,M.2 PCIe 3.0 X4,1550.0
432,Crucial T705 W/Heatsink Limited Edition,5.0,355.98,2 TB,0.178,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
433,Silicon Power SU128GBSS3A55S25AE,4.5,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
434,Sabrent Rocket 5,5.0,189.99,1 TB,0.190,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
435,Corsair MP600 CORE XT R2,,71.50,1 TB,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
436,TEAMGROUP T-FORCE G70 PRO Graphene,,74.98,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
437,Western Digital AV-25,,29.98,1 TB,0.030,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,1000.0
438,SanDisk SSD PLUS,,62.99,1 TB,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
439,XOC Nitro,,27.33,512 GB,0.053,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
440,Acer Predator GM7000,,,4 TB,,SSD,4096 MB,M.2-2280,M.2 PCIe 4.0 X4,4000.0
441,Timetec 35TTFP6PCIE,4.0,33.99,512 GB,0.066,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
