title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface
Silicon Power A55,4.5,$89.99,2 TB,$0.045,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital WD Blue SN5000,None,$124.50,2 TB,$0.062,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba HDKBB96,5.0,$29.95,1 TB,$0.030,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s
KIOXIA EXCERIA G2,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD85,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,None,$229.99,12 TB,$0.019,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Inland Performance Plus,5.0,$134.99,2 TB,$0.067,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C910,None,$35.99,500 GB,$0.072,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO,None,$84.99,1 TB,$0.085,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4
Patriot P210,None,$17.98,256 GB,$0.070,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial P3,4.5,$299.95,4 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,None,$99.99,2 TB,$0.050,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44,5.0,$242.99,4 TB,$0.061,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Graphene,None,$125.99,2 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980 Pro,4.5,None,500 GB,None,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4
Samsung 9100 PRO w/Heatsink,None,$289.99,2 TB,$0.145,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4
Patriot P210,5.0,$94.99,2 TB,$0.047,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,5.0,$97.99,2 TB,$0.049,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital WD Blue,None,$119.99,8 TB,$0.015,5640 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Silicon Power US75,4.5,$114.99,2 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,4.0,$34.99,480 GB,$0.073,SSD,None,"2.5""",SATA 6.0 Gb/s
Corsair MP600 CORE XT,3.5,$125.99,2 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,5.0,$220.98,4 TB,$0.055,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM620,5.0,$39.99,512 GB,$0.078,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue SN5000,None,$249.99,4 TB,$0.062,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M460,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X24 SED,None,$493.37,24 TB,$0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,5.0,$208.99,2 TB,$0.104,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2150,5.0,$174.99,2 TB,$0.087,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Lexar NQ790,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,4.5,$213.99,10 TB,$0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Blue SA510,5.0,$122.88,2 TB,$0.061,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP MP33 PRO,4.0,$42.99,512 GB,$0.084,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Samsung 870 QVO,4.5,$107.90,1 TB,$0.108,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital WD_Black SN850X w/Heatsink,5.0,$109.99,1 TB,$0.110,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,5.0,$120.56,2 TB,$0.060,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M371,4.5,Out of stock$49.99,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44Q,5.0,$56.99,1 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310,5.0,$45.98,500 GB,$0.092,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,4.5,$33.99,500 GB,$0.068,SSD,None,"2.5""",SATA 6.0 Gb/s
Integral M3 Series Plus,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,5.0,$60.99,1 TB,$0.061,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,None,$199.99,10 TB,$0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Patriot P310,None,$52.99,960 GB,$0.055,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 700,5.0,$54.89,1 TB,$0.055,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,4.5,$124.99,1 TB,$0.125,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Pro,None,$515.00,24 TB,$0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Corsair MP700 PRO,5.0,$139.99,1 TB,$0.140,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Red Plus,5.0,$239.99,12 TB,$0.020,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
FanXiang S500 Pro,5.0,$62.98,1 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN770,5.0,$39.99,250 GB,$0.160,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,None,$249.99,14 TB,$0.018,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
MSI SPATIUM M480 PRO,5.0,$279.99,4 TB,$0.070,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1030,None,$102.99,2 TB,$0.051,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO,None,$449.99,4 TB,$0.112,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD_BLACK,4.5,$89.99,2 TB,$0.045,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
PNY CS2230,None,$57.99,1 TB,$0.058,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MS30,4.5,$30.99,512 GB,$0.061,SSD,None,M.2-2280,M.2 SATA
Seagate BarraCuda,4.5,$143.00,5 TB,$0.029,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s
Corsair MP600 ELITE,None,$82.99,1 TB,$0.083,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980,5.0,$49.99,250 GB,$0.200,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP EX2,None,None,16 TB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Patriot Viper VP4300 Lite,5.0,$69.98,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Crucial P1,4.5,$109.00,1 TB,$0.109,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate Desktop HDD,4.5,None,4 TB,None,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
XOC G300,None,$35.99,512 GB,$0.070,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,4.5,$84.99,4 TB,$0.021,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
SanDisk SSD PLUS,4.5,$94.99,1 TB,$0.095,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate IronWolf NAS,None,$249.99,12 TB,$0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Samsung 860 Evo,4.5,$66.13,250 GB,$0.265,SSD,512 MB,"2.5""",SATA 6.0 Gb/s
Toshiba MQ01ABD032,3.0,None,320 GB,None,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s
Seagate IronWolf Pro NAS,None,$195.00,8 TB,$0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Samsung 980 Pro w/Heatsink,4.5,$239.00,2 TB,$0.119,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,4.0,$75.00,1 TB,$0.075,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
TEAMGROUP MS30,4.0,$52.99,1 TB,$0.053,SSD,None,M.2-2280,M.2 SATA
Crucial P2,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SA510,3.0,$65.29,1 TB,$0.065,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA100,4.0,None,1 TB,None,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s
Samsung PM893,None,$973.00,7.68 TB,$0.127,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial T700 W/Heatsink,4.0,$409.99,4 TB,$0.102,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Kingston A400,4.5,None,120 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial T705 W/Heatsink,4.0,$259.99,2 TB,$0.130,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
MSI SPATIUM M580 FROZR,None,Out of stock$549.99,4 TB,None,SSD,8192 MB,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD_Black SN850X w/Heatsink,4.5,$309.99,4 TB,$0.077,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,4.5,$99.99,1.02 TB,$0.098,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 14000,None,$169.99,1 TB,$0.170,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4
Seagate FireCuda 530R,5.0,Out of stock$169.99,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Patriot P210,4.0,$30.99,512 GB,$0.061,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung 870 QVO,4.5,$199.75,2 TB,$0.100,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP MP44,4.5,$126.99,2 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,5.0,$127.99,2 TB,$0.064,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,None,$109.99,4 TB,$0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
ADATA Legend 710,5.0,None,512 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue SN5000,None,$44.99,500 GB,$0.090,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Patriot P310,4.0,$31.99,480 GB,$0.067,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Patriot P300,None,$102.99,2 TB,$0.051,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,None,$139.99,6 TB,$0.023,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Sabrent Rocket 5,None,$322.99,2 TB,$0.161,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Sabrent Rocket 4,None,$99.99,1 TB,$0.100,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green SN350,5.0,None,960 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG10 512e,5.0,$359.93,20 TB,$0.018,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
TEAMGROUP MP44Q,5.0,$224.99,4 TB,$0.056,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN570,4.5,$76.25,500 GB,$0.152,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 CORE XT,4.5,$279.99,4 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,5.0,$90.99,2 TB,$0.045,SSD,None,"2.5""",SATA 6.0 Gb/s
Orico O7000,None,$115.49,2 TB,$0.058,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,4.0,$45.99,1 TB,$0.046,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital Green,4.0,$52.00,240 GB,$0.217,SSD,None,"2.5""",SATA 6.0 Gb/s
Silicon Power P34A60,3.5,$18.98,128 GB,$0.148,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 860,None,$138.05,2 TB,$0.069,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,4.5,$344.99,16 TB,$0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Kingston A2000,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Orico D10,None,$14.99,128 GB,$0.117,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,4.0,$53.99,1 TB,$0.054,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Samsung 960 Evo,4.5,$87.95,250 GB,$0.352,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S880,None,$123.49,2 TB,$0.062,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Inland TN470,5.0,$69.98,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
SanDisk SSD PLUS,4.0,$24.99,240 GB,$0.104,SSD,None,"2.5""",SATA 6.0 Gb/s
Corsair MP600 PRO LPX,4.5,$169.99,2 TB,$0.085,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen5 14000,None,None,4 TB,None,SSD,8192 MB,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-Force GC PRO,5.0,$199.99,2 TB,$0.100,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
MSI SPATIUM M450,5.0,$64.42,500 GB,$0.129,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABD050,3.5,$18.98,500 GB,$0.038,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s
Seagate Exos X14,4.0,$209.48,12 TB,$0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Klevv CRAS C930,None,$125.99,2 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU630,4.0,$26.61,240 GB,$0.111,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital Blue SN550,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Samsung 870 Evo,4.5,$58.74,250 GB,$0.235,SSD,512 MB,"2.5""",SATA 6.0 Gb/s
PNY CS900,5.0,$99.99,2 TB,$0.050,SSD,None,"2.5""",SATA 6.0 Gb/s
Acer Predator GM7000,5.0,None,512 GB,None,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Vulcan Z,5.0,$22.49,256 GB,$0.088,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung 870 QVO,5.0,$399.00,4 TB,$0.100,SSD,None,"2.5""",SATA 6.0 Gb/s
Intel 670p,4.5,$97.20,1 TB,$0.097,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda,4.0,$157.99,2 TB,$0.079,Hybrid,None,"2.5""",SATA 6.0 Gb/s
Silicon Power P34A60,5.0,$57.99,1 TB,$0.058,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Kingston Fury Renegade,4.0,$62.99,500 GB,$0.126,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,4.0,$69.98,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750,4.5,$114.99,500 GB,$0.230,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Samsung 9100 PRO w/Heatsink,None,$189.99,1 TB,$0.190,SSD,1024 MB,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power P34A60,4.0,$27.99,256 GB,$0.109,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,1.0,$84.99,4 TB,$0.021,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s
ADATA LEGEND 860,None,$84.26,1 TB,$0.084,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 QVO,4.5,$102.00,1 TB,$0.102,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate Enterprise Capacity,None,$135.00,8 TB,$0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Samsung 970 Pro,4.5,$239.99,512 GB,$0.469,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,4.5,$85.99,2 TB,$0.043,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s
Western Digital WD Blue,4.0,$59.99,2 TB,$0.030,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Crucial P2,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Crucial T700 W/Heatsink,5.0,$142.00,1 TB,$0.142,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power A55,4.5,$22.99,256 GB,$0.090,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital VelociRaptor,5.0,$66.30,1 TB,$0.066,10000 RPM,64 MB,"2.5""",SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,4.5,$119.99,1 TB,$0.120,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM790,None,$643.05,8 TB,$0.080,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500LM021,4.5,$20.49,500 GB,$0.041,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s
Patriot P210,5.0,$53.99,1 TB,$0.054,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial T705 W/Heatsink,None,$152.99,1 TB,$0.153,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Seagate IronWolf Pro NAS,None,$294.99,16 TB,$0.018,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
TEAMGROUP MS30,None,$91.99,2 TB,$0.046,SSD,None,M.2-2280,M.2 SATA
Kingston NV2,4.0,None,250 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power US75,5.0,$67.98,1 TB,$0.068,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M461,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S500 Pro,None,$39.99,512 GB,$0.078,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Inland Performance Plus,5.0,$74.98,1 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Kingston A2000,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Crucial T500 W/Heatsink,None,$132.99,2 TB,$0.066,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN850,4.5,$127.99,1 TB,$0.128,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,4.0,$936.15,4 TB,$0.234,SSD,4096 MB,"2.5""",SATA 6.0 Gb/s
Patriot Viper VP4300,5.0,$124.99,2 TB,$0.062,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2241,4.0,$58.99,1 TB,$0.059,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,3.0,$242.49,4 TB,$0.061,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital Green,None,$59.21,1 TB,$0.059,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP Cardea A440,4.5,$129.99,2 TB,$0.065,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea A440 Pro,4.5,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750 SE,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,4.5,$399.99,1 TB,$0.400,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green SN350,3.0,$114.99,2 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,5.0,None,8 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Crucial T500,None,$72.98,500 GB,$0.146,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,5.0,$419.99,20 TB,$0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Western Digital WD Blue,4.5,$44.99,1 TB,$0.045,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Silicon Power A55,5.0,$30.97,512 GB,$0.060,SSD,None,M.2-2280,M.2 SATA
Seagate Exos X18,None,$279.00,16 TB,$0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Silicon Power US75,None,$229.99,4 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Evo,4.5,$257.00,2 TB,$0.129,SSD,2048 MB,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC600,5.0,$33.18,256 GB,$0.130,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung 850 Evo,4.5,$199.99,1 TB,$0.200,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate FireCuda 530,4.5,Out of stock$93.98,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,None,$119.99,6 TB,$0.020,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s
TEAMGROUP T-Force Vulcan Z,None,$95.99,2 TB,$0.048,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial T700 W/Heatsink,5.0,$249.99,2 TB,$0.125,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Seagate IronWolf Pro NAS,5.0,Out of stock$399.99,22 TB,None,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Toshiba P300,4.5,None,1 TB,None,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Western Digital WD_BLACK,None,$179.99,8 TB,$0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
SK Hynix Gold P31,5.0,$169.99,2 TB,$0.085,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,4.5,$39.99,480 GB,$0.083,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP MP44Q,None,$113.99,2 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV1,4.5,$59.26,500 GB,$0.119,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Patriot P220,None,$13.49,128 GB,$0.105,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung 860 Evo,4.5,$239.99,2 TB,$0.120,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s
Crucial T500 W/Heatsink,5.0,$79.98,1 TB,$0.080,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G50,None,$214.99,4 TB,$0.054,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,None,$107.00,4 TB,$0.027,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
Western Digital SE,3.5,$54.49,2 TB,$0.027,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Enmotus FuzeDrive,None,None,1.55 TB,None,SSD,131072 MB,M.2-2280,M.2 PCIe 3.0 X4
Crucial T705 W/Heatsink Limited Edition,5.0,$355.98,2 TB,$0.178,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power SU128GBSS3A55S25AE,4.5,None,128 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Sabrent Rocket 5,5.0,$189.99,1 TB,$0.190,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 CORE XT R2,None,$71.50,1 TB,$0.072,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Graphene,None,$74.98,1 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-25,None,$29.98,1 TB,$0.030,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s
SanDisk SSD PLUS,None,$62.99,1 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
XOC Nitro,None,$27.33,512 GB,$0.053,SSD,None,"2.5""",SATA 6.0 Gb/s
Acer Predator GM7000,None,None,4 TB,None,SSD,4096 MB,M.2-2280,M.2 PCIe 4.0 X4
Timetec 35TTFP6PCIE,4.0,$33.99,512 GB,$0.066,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM620,None,$68.75,256 GB,$0.269,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate Surveillance HDD,3.0,None,1 TB,None,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Corsair MP700 PRO SE with Air Cooler,None,$559.99,4 TB,$0.140,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Kingston NV2,5.0,$252.77,4 TB,$0.063,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,4.5,$274.14,8 TB,$0.034,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
Asus ROG Strix SQ7,None,None,1 TB,None,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,4.0,$97.00,4 TB,$0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Seagate IronWolf NAS,None,$287.02,8 TB,$0.036,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Intel 660p,4.5,$71.98,512 GB,$0.141,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,4.5,$32.99,512 GB,$0.064,SSD,None,"2.5""",SATA 6.0 Gb/s
Kingston NV1,4.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Acer FA100,None,$37.99,512 GB,$0.074,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,4.5,$125.00,4 TB,$0.031,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
ADATA Legend 710,None,$68.29,1 TB,$0.068,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,5.0,$55.10,1 TB,$0.055,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Patriot Burst Elite,None,$17.98,240 GB,$0.075,SSD,None,"2.5""",SATA 6.0 Gb/s
Patriot P310,None,$21.99,240 GB,$0.092,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,None,$799.99,8 TB,$0.100,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK SN7100,None,$299.99,4 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S880,5.0,$69.98,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
